Country,State/Province,City,Business Name,Phone,Address,Contact Name,Qty of 7ft Tables,Qty of 8ft Tables,Qty of 9ft Tables,Latitude,Longitude,Geocode Success
USA,NC,Leland,Local's Tavern,910-769-1289,"1107 New Pointe Blvd. Leland, NC 28451",,4,,,34.2109379,-78.0259155,TRUE
USA,NC,Mathews,Rack 'em Pub & Billiards,704-907-2191,"1898 Windsor Square Drive Mathews, NC 28105",Blake Anthony,,,,35.134217,-80.7088804,TRUE
USA,NC,Mooresville,Hotshots Sports Bar,704-799-0748,"247 E Plaza Dr. Mooresville, NC 28115",,,,,35.5899419,-80.8286096,TRUE
USA,NC,Morrisville,PMC Commercial Interiors,919-694-7463,"3000 Perimeter Park Dr. Morrisville, NC 27560",Ashley Trexler,,,,35.8444957,-78.8339347,TRUE
USA,NC,New Bern,Mickey Milligans Billiards,252-622-0969,"3411 Trent Rd, New Bern, NC 28562",Jerry Sheppard,,,6,35.0925092,-77.0933938,TRUE
USA,NC,Newton,Captain Jack's Brews N Cues,209-656-1414,"14 E. 1st Street Newton, NC 28658",Mindy Linhares,1,,5,35.6637278,-81.2218325,TRUE
USA,NC,Newton,Hilltop Sports Club,828-465-3890,"1341 NC 16 Highway Business Newton, NC 28658",Denny Sigmon,,,,35.6550152,-81.2086839,TRUE
USA,NC,Pineville,Blue Rocks,704-835-1062,"301-C N. Polk Street Pineville, NC 28134",,,,,35.0871939,-80.8875278,TRUE
USA,NC,Providence,Still Cluckin',434-441-7054 (Cell),"11175 Hwy 86N Providence, NC 27315",Julian Robertson,,,,36.5397636,-79.401155,TRUE
USA,NC,Raleigh,Brown's Billiards Ltd,919-878-9092,"5500 Atlantic Springs Rd. Raleigh, NC 27616",,,,,35.8575476,-78.5966448,TRUE
USA,NC,Raleigh,Brass Tap & Billiards,919-876-2382,"3316 Capital Boulevard #0 Raleigh, NC 27604",Tony Coates,,,8,35.8243553,-78.5853519,TRUE
USA,NC,Raleigh,Brown's Billiards of Raleigh,919-369-7656,"5500-107 Atlantic Springs Road Raleigh, NC 27616",David Huffman,,,,35.8576,-78.596734,TRUE
USA,NC,Raleigh,Buck's Billiards,919-467-5411,"1102 Buck Jones Road Raleigh, NC 27606",Buck Van Nortwick,,,,35.7694257,-78.7412805,TRUE
USA,NC,Rocky Mount,Dot's Cue Club,252-212-3373,"14268 US Highway 64 Alt W Rocky Mount, NC 27801",,,,,35.9455087,-77.7511922,TRUE
USA,NC,Salisbury,Shark Tank 2,704-437-2809,"612 South Main Salisbury, NC 28144",Paul Hudson,4,,,35.6630441,-80.4762324,TRUE
USA,NC,Spindale,Rutherford County Senior Center,828-287-6411,"193 Callahan Koon Rd #132 Spindale, NC 28160",Tammy Aldridge,,,,35.3493859,-81.909698,TRUE
USA,NC,Statesville,Chandley's Chalk & Cue,980-635-1109,"1415 Wilkesboro Hwy. Statesville, NC 28625",,,,,35.8038218,-80.9092509,TRUE
USA,NC,Statesville,Box Car Grill,704-390-5258,"3103 Taylorsville Highway Statesville, NC 28677",Michael Henderson,,,,35.7941104,-80.9382736,TRUE
USA,NC,Sylva,O'Malley's Sports Bar and Grill,828-631-0554,"83 Asheville Highway Sylva, NC 28779",Cory Coleman,,,,35.3760223,-83.2132461,TRUE
USA,NC,West Rocky Mountain,Dot's Cue Club,252-886-3865,"14268 US Hwy 64 Alt. West Rocky Mountain, NC 27801",,,,,35.9455087,-77.7511922,TRUE
USA,NC,Whiteville,Norris Brother's Billiards and Games,910-625-9989,"1727-11/13 South Madison Street Whiteville, NC 28472",,,,,34.3032936,-78.7163543,TRUE
USA,NC,Wilkesboro,Country Bares Billiards,336-984-9822,"4825 Statesville Road North Wilkesboro, NC 28659",,,,,36.1145301,-81.0854041,TRUE
USA,NC,Wilmington,Break Time Billiards,910-395-6658,"127 S College Rd. Ste. 12 Wilmington, NC 28403",,24,,9,34.24245,-77.86885,TRUE
USA,NC,Wilmington,Fox & Hound Wilmington,910-509-0805,"920 Town Center Drive Wilmington, NC 28405",,2,,,34.2423135,-77.8327121,TRUE
USA,NC,Wilmington,Rack'M Darts & Billiards,910-792-6000,"415 S College Rd. Wilmington, NC 28403",,,,,34.2325444,-77.8735069,TRUE
USA,NC,Wilmington,Tavern 14,910-769-2225,"6309 Market St. Wilmington, NC 28405",,,,,34.2549186,-77.8468645,TRUE
USA,NC,Wilmington,Ten Pin Alley Breaktime Billiards,910-452-5455,"127 S College Rd. Wilmington, NC 28403",,10,,8,34.2413121,-77.8682377,TRUE
USA,NC,Wilmington,Breaktime Billiards,910-395-6658 (Office),"127 S. College Rd. Wilmington, NC 28403",,,,,34.2413121,-77.8682377,TRUE
USA,NC,Winston-Salem,Breaktime Billiards and Sports Bar,732-763-6969,"420 Jonestown Road Winston-Salem, NC 27104",,,,,36.0744058,-80.3388384,TRUE
USA,NC,Winterville,Buck Wild Tavern,252-347-6143 (Cell),"4052 South Memorial Drive Suite A Winterville, NC 28590",,,,,35.554074,-77.4075203,TRUE
USA,ND,Fargo,Fargo Billiards,701-282-4168,"1331 Elm Circle Fargo, ND 58102",,,,,46.8912586,-96.7746159,TRUE
USA,ND,Minot,The Spot,701-852-7768,"6 2nd Street NE Minot, ND 58703",,8,,2,48.236748,-101.289363,TRUE
USA,NE,Omaha,Tailgate Games,402-917-4295,"8909 Bedford Circle Suite #5 Omaha, NE 68134",Chris Blaylock & Steve Stessman,,,,41.2885126,-96.0515201,TRUE
USA,NH,Hampton Falls,House of Billiards,(818) 671-9742,"1 Lafayette Road Hampton Falls, NH 03844",Vikki O'Keefe,6,,9,42.9233765,-70.8528268,TRUE
USA,NH,Laconia,Foosball Sports Vending,603-393-8113,"PO Box 1301 Laconia, NH 03247",,,,,43.5298981,-71.4692376,TRUE
USA,NH,Plaistow,Crow's Nest Pub & Grill,603-974-1696,"181 Plaistow Road Plaistow, NH 03865",,,12,,42.8546905,-71.0982589,TRUE
USA,NH,Pelham,Strokers Billiards Pelham,603-508-6491,"116 Bridge St. Pelham, NH 03076",,2,,7,42.7200315,-71.319204,TRUE
USA,NJ,Beach Haven,Jack's Racks,609-709-2842,"432 Dock Rd. Beach Haven, NJ 08008",Pat O'Donnell,,,,39.5652341,-74.242544,TRUE
USA,NJ,Berlin,Golden Nugget Tavern,856-767-9872,"433 New Freedom Road Berlin, NJ 08009",Jim Nunnenkamp,,,,39.7634356,-74.9276819,TRUE
USA,NJ,Berlin,Woodbriar Inn,856-767-8989,"20 Winding Way Berlin, NJ 08009",Carole Supino,,,,39.7815637,-74.9336871,TRUE
USA,NJ,Cherry Hill,The Big Event,856-429-0672,"1536 Kings Hwy N Cherry Hill, NJ 08034",,2,,6,39.9172853,-75.008266,TRUE
USA,NJ,Clementon,Hideaway Tavern,856-346-5909,"263 White Horse Avenue Clementon, NJ 08021",Tim Lindmeier,,,,39.812469,-74.9898064,TRUE
USA,NJ,Delran,Delran Billiards,856-255-5204,"4000 Rt. 130 N Ste 12B Delran, NJ 08075",,6,1,6,40.0112568,-74.9610336,TRUE
USA,NJ,Dover,Pancho Villa Rodeo,862-432-0195,"142 East Blackwell Street Dover, NJ 07801",Jorge Rizo,,,,40.8846366,-74.5512146,TRUE
USA,NJ,Edison,Richie's Sports Bar,732-393-8114,"52 Vineyard Rd. Edison, NJ 08817",,3,,,40.519071,-74.377381,TRUE
USA,NJ,Edison,Sandcastle Billiards,732-632-9277,"101 Townsley St. Edison, NJ 08837",,,,,40.5302785,-74.3526816,TRUE
USA,NJ,Ephraim,Spread Eagle,609-502-8037,"316 W Kings Hwy Mount Ephraim, NJ 08059",Tim Lindmeier,,,,39.8804197,-75.0914732,TRUE
USA,NJ,Gloucester City,Jack's Twin Bar,856-456-6614,"200 South Broadway Gloucester City, NJ 08030",Dennis Galligan,,,,39.8924859,-75.1201847,TRUE
USA,NJ,Hoboken,Hoboken Billiards,201-876-9666,"1015 Adams St. Hoboken, NJ 07030",Ian Rintel,,,,40.7502689,-74.0336204,TRUE
USA,NJ,Howell,Side Pocket Billiards,732-987-4343,"4308 Rt 9 S Howell, NJ 07731",,,,,40.1457622,-74.2269676,TRUE
USA,NJ,Jackson,Knights of Columbus,732-279-5423 Jim,"401 Bartley Road Jackson, NJ 08527",Mike Hart,,,,40.1487456,-74.2771296,TRUE
USA,NJ,Linden,The Stanley Cup,908-925-8369,"1410 E. Elizabeth Ave. Linden, NJ 07036",Dan Stanley,,,,40.6439832,-74.2377871,TRUE
USA,NJ,Little Egg Harbor,Mystic Billiards,609-489-3167,"918 Radio Rd. Little Egg Harbor, NJ 08087",John Perugg,,,,39.5686008,-74.3704082,TRUE
USA,NJ,Seaside Heights,Hemmingways Cafe,732-684-9701,"612 Boulevard Seaside Heights, NJ 08751",Vincent Craparotta,,,,39.9416868,-74.0733008,TRUE
USA,NJ,Somerdale,Fat Albert's Billiards,856-344-7298,"600 North White Horse Pike - Unit 1 Somerdale, NJ 08083",Albert Tonelli & Joseph Young,,,,39.8512858,-75.0236549,TRUE
USA,NJ,South River,Gold Star Bar,732-433-3970,"33 White Head Ave. South River, NJ 08882",Steve Grego,,,,40.4439795,-74.3693445,TRUE
USA,NJ,Southhampton,"KRS Services, Inc.",609-859-3030,"1806 Route 206 Southampton, NJ 08088",Richard Shaw,,,,39.8939038,-74.7402678,TRUE
USA,NJ,Sussex,The Green Olive,801-574-0770,"2 Sheba Drive Sussex, NJ 07461",Kosta Pulopulo,,,,41.2116431,-74.520122,TRUE
USA,NJ,Trenton,Kennedy's,609-695-5979,"1701 South Clinton Ave. Trenton, NJ 08610",Jim Kennedy,,,,40.2034705,-74.7376046,TRUE
USA,NJ,Trenton,Olde Liberty Tavern,609-396-2262,"2114 Liberty Street Trenton, NJ 08629",Jeff Shaw,,,,40.2166472,-74.7301135,TRUE
USA,NJ,Trenton,Peter's Place,609-271-4097 Cell,"1058 S. Broad St. Trenton, NJ 08611",Mike Peters,,,,40.2048153,-74.7443368,TRUE
USA,NJ,Union,Black Diamond Billiards,848-219-7832,"1767 Rte 22 W Union, NJ 07083",,,,10,40.6843079,-74.2531465,TRUE
USA,NJ,West Berlin,OTTS,856-767-3534,"588 North Route 73 West Berlin, NJ 08091",Tim Hamilton,,,,39.818931,-74.9296979,TRUE
USA,NJ,Westville,Tower Tavern,856-456-9466,"32 River Dr. Westville, NJ 08093",William Reed,,,,39.8730117,-75.1263754,TRUE
USA,NJ,Williamstown,American Legion #252,(609) 685-0909,"20 Sicklerville Road Williamstown, NJ 08094",Joe Reed,,,,39.6865626,-74.9946403,TRUE
USA,NM,Albuquerque,Billiards Palace,505-550-2796,"2288 Wyoming Blvd. N.E. Albuquerque, NM 87112",Hrant Kostanian & Levon Hovhannisyan,,,,35.1082046,-106.549108,TRUE
USA,NM,Farmington,Lucky Break,505-801-9376,"3010 E. 20th St. Ste B Farmington, NM 87402",Diane Mason,4,,6,36.749361,-108.165938,TRUE
USA,NM,Las Cruces,Lucky Dogs,575-694-6990,"245 E Lohman Ave. Las Cruces, NM 88001",,12,,,32.3069839,-106.775853,TRUE
USA,NV,Henderson,Sun City MacDonald Ranch,702-270-7007,"2020 West Horizon Ridge Parkway Henderson, NV 89012",Ron Winkel,,,,36.0063938,-115.0764853,TRUE
USA,NV,Henderson,The Gin Mill,702-385-7568,"2561 Windmill Pkwy. Henderson, NV 89074",,2,,,36.0414671,-115.0982611,TRUE
USA,NV,Las Vegas,Adrenaline Sports Bar & Grill,702-645-4139,"3102 N Rancho Blvd. Las Vegas, NV 89130",,3,,,36.2156737,-115.2092697,TRUE
USA,NV,Las Vegas,Backstage Bar & Billiards,702-690-9542,"601 E Fremont St. Las Vegas, NV 89101",,4,,,36.1679409,-115.1395675,TRUE
USA,NV,Las Vegas,Dylan's Double Duece Saloon,702-451-9221,"3085 S Nellis Blvd. Las Vegas, NV 89121",,3,,,36.1335522,-115.0659099,TRUE
USA,NV,Las Vegas,Front Row Lounge,702-876-7667,"4180S Jones Blvd. Las Vegas, NV 89103",,2,,,36.1129325,-115.2243687,TRUE
USA,NV,Las Vegas,"Good Times Billiards, LLC",808-222-4352 - Cell,"5740 West Charleston Boulevard Las Vegas, NV 89146",,7,,8,36.1596137,-115.2204561,TRUE
USA,NV,Las Vegas,Gorilla Cafe,702-540-3191,"1801 East Tropicana Boulevard Las Vegas, NV 89119",,,,,36.0998776,-115.1269843,TRUE
USA,NV,Las Vegas,Griff's,702-222-1011,"3650 S. Decatur Blvd. Las Vegas, NV 89103",,10,,11,36.1237099,-115.2073495,TRUE
USA,NV,Las Vegas,Johnny Fontane's,702-367-6867,"5310 W Sahara Ave. Las Vegas, NV 89146",,2,,,36.1447994,-115.2140187,TRUE
USA,NV,Las Vegas,Joker's,702-834-8164,"1631 N Decatur Blvd. Las Vegas, NV 89108",,1,,,36.1887803,-115.2066548,TRUE
USA,NV,Las Vegas,Mickey's Cues & Brews,702-361-2060,"7380 S Eastern Ave. Ste. 104 Las Vegas, NV 89123",,10,,14,36.0563758,-115.1163123,TRUE
USA,NV,Las Vegas,Office 6 Bar & Grill,702-454-0770,"2570 E Tropicana Ave. Las Vegas, NV 89121",,3,,,36.1009713,-115.11531,TRUE
USA,NV,Las Vegas,Putter's Eastern,702-891-0119,"5025 S Eastern Ave. Las Vegas, NV 89119",,4,,,36.0976114,-115.1196648,TRUE
USA,NV,Las Vegas,Putter's Rainbow,,Las Vegas,,6,,,36.171563,-115.1391009,TRUE
USA,NV,Las Vegas,Putter's South Strip,702-851-6780,"8945 Las Vegas Blvd. S Las Vegas, NV 89123",,2,,,36.0266244,-115.1724183,TRUE
USA,NV,Las Vegas,Putter's Tropicana,702-458-4567,"3330 E Tropicana Ave. Las Vegas, NV 89121",,3,,,36.1007754,-115.1029867,TRUE
USA,NV,Las Vegas,Rum Runner Boulder,702-451-7357,"6658 Boulder Hwy #8 Las Vegas, NV 89122",,,,,36.079063,-115.027331,TRUE
USA,NV,Las Vegas,Rum Runner Desert Inn,702-732-7373,"3050 E Desert Inn Road APT 130 Las Vegas, NV 89121",,2,,,36.1304974,-115.1081755,TRUE
USA,NV,Las Vegas,Rum Runner Lounge,702-736-6366,"1801 E Tropicana Ave. #7 Las Vegas, NV 89119",,5,,,36.100367,-115.127043,TRUE
USA,NV,Las Vegas,Single Shot Entertainment Inc.,+61 414 508 854,"8275 South Eastern Avenue Suite 200 #63 Las Vegas, NV 89123",,,,,36.0388727,-115.1188309,TRUE
USA,NV,Las Vegas,The Tavern,702-804-1113,"113 South Rainbow Las Vegas, NV 89146",Dan Reynolds,,,,36.173549,-115.2446014,TRUE
USA,NV,Las Vegas,Torrey Pines Pub,702-371-4884 (Cell),"6374 West Lake Meade Blvd. Las Vegas, NV 89109",Bob Bonner,,,,36.1963921,-115.2322192,TRUE
USA,NV,Las Vegas,ZT8 Billiards Club,702-675-6242,"4001 S Decatur Blvd. Ste. 25-26 Las Vegas, NV 89103",,5,,9,36.1182214,-115.20948,TRUE
USA,NV,Laughlin,Regency Casino,702-299-1220,"1950 S Casino Dr. Laughlin, NV 89029",,3,,,35.1619377,-114.5716407,TRUE
USA,NV,Mesquite,Tom's Tavern,623-203-3815,"P O Box 807 Mesquite, NV 89024",Thomas McCauley,,,,36.816709,-114.0504192,TRUE
USA,NV,North Las Vegas,Sporting Chance,702-631-4099,"2808 W Craig Rd. North Las Vegas, NV 89032",,1,,,36.2398731,-115.1792587,TRUE
USA,NY,Amsterdam,Sharpshooters Billiards,518-627-4634,"35 East Main Street Amsterdam, NY 12010",,6,,8,42.9366367,-74.1924507,TRUE
USA,NY,Brooklyn,895 Bar,917-966-4446,"895 Broadway Brooklyn, NY 11203",,2,,,40.6981359,-73.9368776,TRUE
USA,NY,Brooklyn,Gotham Billiards,718-714-1002,"93 Ave U Brooklyn, NY 11223",,1,,15,40.5962802,-73.9808796,TRUE
USA,NY,Brooklyn,Gotham City Billiard Club,917-723-9177,"93 Avenue U Brooklyn, NY 11223",Kevin & Isabele Buckley,,,,40.5962802,-73.9808796,TRUE
USA,NY,Brooklyn,Ha-Weeda,929-337-6078,"4575 2nd Ave. Brooklyn, NY 11232",,,,8,40.6514591,-74.0142805,TRUE
USA,NY,Brooklyn,Kelly's Tavern,718-236-3854,"9040 Fort Hamilton Parkway Apt. 6F Brooklyn, NY 11209",John Rooney,,,,40.6176665,-74.027304,TRUE
USA,NY,Brooklyn,Skyline Billiards,718-627-3407,"2515 McDonald Ave, Brooklyn, NY 11223",Robert Pole,,,,40.5907214,-73.9736823,TRUE
USA,NY,Brooklyn,Star World,631-264-9122,"201 46th Street Brooklyn, NY 11220",Ji Zheng,,,,40.6515186,-74.0140593,TRUE
USA,NY,Brooklyn,Status Q,718-836-0805,"8218 3rd Avenue Brooklyn, NY 11209",Brian Thomas,,,,40.6259581,-74.0302647,TRUE
USA,NY,Buffalo,Bison Billiards,716-632-0281,"4545 Transit Road Buffalo, NY",,7,,10,42.971743,-78.6934074,TRUE
USA,NY,Buffalo,Hippodrome Billiards,716-874-1802,"975 Hertel Avenue Buffalo, NY 14216",Paul Gast,,,,42.9473013,-78.8721547,TRUE
USA,NY,Clifton Park,"Trick Shot Billiards, Inc.",518-944-6797,"1602 Route 9 Clifton Park, NY 12065",Tim Berlin,8,,1,42.8520354,-73.7573009,TRUE
USA,NY,Cobleskill,Chieftans Restaurant and Bar,917-519-4046 (Cell),"584 Main Street Cobleskill, NY 12043",John Nolan,,,,42.6779365,-74.4833808,TRUE
USA,NY,East Yorkville,Hippo's House of Billiards,315-445-3242,"5160 commerical Dr. East Yorkville, NY 13495",Victor Conte,,,,43.1139407,-75.2887825,TRUE
USA,NY,Endicott,Guys & Dolls Billiards,607-444-3426,"32 Washington Ave. Endicott, NY 13760",,,,,42.1034919,-76.0486645,TRUE
USA,NY,Endicott,Triangle Billiards,607-748-2985,"118 1/2 Washington Endicott, NY 13760",,,,,42.098408,-76.0493684,TRUE
USA,NY,Farmingville,Grille in the Ville,631-465-9508,"756 Horseblock Rd. Farmingville, NY 11738",Mike Matlat,,,,40.8312736,-73.0319173,TRUE
USA,NY,Fulton,Lakeview Lanes,315-593-8070,"723 West Broadway Fulton, NY 13069",Michael Tryniski,,,,43.3174387,-76.4349098,TRUE
USA,NY,Huntington,The Big Kahuna,631-543-9100,"1730 E Jericho Tpke Unit 6 Huntington, NY 11743",,9,,,40.8334267,-73.3387234,TRUE
USA,NY,Lindenhurst,Mr. Cue Billiards,631-226-9486,"76 East Sunrise Highway Lindenhurst, NY 11757",Scott Murphy,,,,40.7014519,-73.3795782,TRUE
USA,NY,Locke,Bradshaw Billiards,607-423-6481,"865 Main Street Locke, NY 13092",Geoff Bradshaw,,,,42.6601073,-76.4305257,TRUE
USA,NY,Mamroneck,Mamaronuck Elks Lodge,914-261-3060 (Cell),"417 E Boston Post Rd. Mamaroneck, NY 10543",Bill Coleman,,,,40.9498661,-73.7298803,TRUE
USA,NY,Mattydale,Salt City Billiards,315-454-8643,"1900 Brewerton Rd. Mattydale, NY 13211",,,,,43.0945659,-76.1462517,TRUE
USA,NY,Middletown,Empire State Tap,845-235-1816,"74 Eisenhower Dr. Middletown, NY 10940",Orlando Drago,,,,41.4701273,-74.4194719,TRUE
USA,NY,Miller Place,"Long Island UPA, LLC.",516 658 2970,"17 Griffen Court Miller Place, NY 11764",Joe Simoes,,,,40.96061,-73.0101332,TRUE
USA,NY,Nanuet,Diamond Jim's Billiards & Pub,845-735-0733 (Cell),"400 Market Street Nanuet, NY 10954",,,,,41.0928724,-74.0135089,TRUE
USA,NY,Nanuet,The Spot,845-623-7768,"33 Route 304 Nanuet, NY 10954",Lenore Donovan,8,,14,41.098604,-73.9989801,TRUE
USA,NY,New City,D & D's Restaurant & Pub,845-639-0178,"191 S Main St. New City, NY 10956",,3,,,41.1406316,-73.9912368,TRUE
USA,NY,New York,Barfly,914-456-9879,"244 3rd Ave. New York, NY 10010",Aldo Parisi,,,,40.7371804,-73.9847137,TRUE
USA,NY,New York,O'Hanlons Bar,646-229-2433 (Cell),"349 East 14th Street New York, NY 10003",Tom Staunton,,,,40.7316969,-73.9828767,TRUE
USA,NY,New York,Paddy Maguire's Ale House,212-253-0031,"237 3rd Ave. Frnt. New York, NY 10003",,2,,,40.6784451,-73.9850065,TRUE
USA,NY,New York,Society Billiards,212-420-1000,"10 E 21st St. New York, NY 10010",,3,,16,40.7399045,-73.9902024,TRUE
USA,NY,New York,Society Billiards & Bar,212-420-1000,"10 East 21st St. New York, NY 10010",Doug Rhee,,,,40.7399045,-73.9902024,TRUE
USA,NY,Newburgh,Gallery Billiards,845-565-1994,"154 N. Plank Rd. Newburgh, NY 12550",Dave Pinkston,,,,41.5364217,-74.0393128,TRUE
USA,NY,North Syracuse,Brickhouse Billiards,315-415-9508,"3707 Brewerton Rd. North Syracuse, NY 13212",Brian Holmes,8,,8,43.1162592,-76.1456363,TRUE
USA,NY,Poughkeepsie,Juliet Cafe,845-452-2234,"5-7 Raymond Avenue Poughkeepsie, NY 12603",Sofia Galaska,,,6,41.6957874,-73.9017043,TRUE
USA,NY,Poughkeepsie,New York ATM Corporation,845-454-2355 (Cell),"43 Market Street Poughkeepsie, NY 12601",Lou Gallanos,,,,41.702891,-73.9290886,TRUE
USA,NY,Richmond Hill,Q102 Pool Hall and Lounge,646-287-9162,"102-14 Jamaica Ave. Richmond Hill, NY 11418",Sally Kissoon,,,,40.6949984,-73.8447685,TRUE
USA,NY,Rochester,Camelot Billiards,585-732-2323 (Cell),"529 Ridge Road East Rochester, NY 14621",Sean Zeng,,,,43.1949825,-77.6043287,TRUE
USA,NY,Rochester,Diamond Billiards Sports Bar & Grill,585-944-3195,"3400 Ridge Road West Rochester, NY 14626",Dave Wilkins & Fran Imburgia,9,,6,43.2125433,-77.7192085,TRUE
USA,NY,Rochester,East Ridge Billiards Sports Bar & Lounge,585-270-8215,"529 East Ridge Rd. Rochester, NY 14621",Chris Braiman,,,,43.1949825,-77.6043287,TRUE
USA,NY,Schenectady,Towne Bowling Academy,518-355-3939,"1601 Altamonta Schenectady, NY 12303",Marty Capullo,,,,42.7833857,-73.9493456,TRUE
USA,NY,Selden,Goodfellas Billiard Club,631-736-6363 - Bar,"679 Middle Country Road Selden, NY 11784",Angel Alcantara,9,,8,40.8669624,-73.0367953,TRUE
USA,NY,Staten Island,Cue Time Billiards,347-231-3812 (Danny),"319 Clawson Street Staten Island, NY 10306",Daniel Booth,,,,40.5717068,-74.1116312,TRUE
USA,NY,Syracuse,Premium Billiards,303-434-1484,"228 Chapel Drive Syracuse, NY 13219",Shane Connors,,,,43.0447927,-76.2446215,TRUE
USA,NY,Utica,Utica Billiards on the Boulevard,315-732-3000,"2222 Oriskany St W Utica, NY 13502",Andrea Duvall,,,,43.1127728,-75.2657253,TRUE
USA,NY,Vails Gate,Rack N Roll Billiards,845-629-9519,"115 South Temple Hill Road Vails Gate, NY 12584",Charles Kennedy,,,,41.4546024,-74.0603051,TRUE
USA,NY,West Hemstead,Raxx's Billiards NY,917-846-6200,"510 Hempstead Turnpike West Hemstead, NY 11552",Holden Chin,,,,40.7061149,-73.6588063,TRUE
USA,NY,Williamsville,Bison Billiards,716-632-0281,"4545 Transit Road Suite 974 Williamsville, NY 14221",Mike Shriver,,,,42.9717917,-78.6965458,TRUE
USA,OH,Austintown,Ice Breakers Pool Room,330-544-1112,"5560 W Webb Rd. Austintown, OH 44515",,10,,4,41.1307506,-80.7700582,TRUE
USA,OH,Beaver Creek,Kings Table,937-609-2757 (Cell),"2348 Grange Hall Road Beaver Creek, OH 45431",Dean Liakakos,,,,39.7582099,-84.0752149,TRUE
USA,OH,Canal Winchester,The Ugly Mug Bar & Grill,614-920-1604,"9645 Basil Western Road Canal Winchester, OH 43110",,6,,,39.8428249,-82.7748674,TRUE
USA,OH,Canton,Fiddlestix Billiard Cafe,330-323-5109cell,"5350 Fulton Dr. NW Canton, OH 44718",Chris Szuter,,,,40.8521029,-81.4502824,TRUE
USA,OH,Canton,The 8 Ball,330-313-6238,"2502 H Street Canton, OH 44704",Dave Cortijo,,,,40.7993928,-81.3344408,TRUE
USA,OH,Chillicothe,Rick's Billiard Supply,740-703-7433 (Cell),"1620 North Bridge Street Chillicothe, OH 45601",Rich Richter,,,,39.3692312,-82.9764912,TRUE
USA,OH,Cincinnati,Roc's House of Billiards,513-252-4646,"624 Ohio Pike Cincinnatii, OH 45245",Amanda Johnson,,,,39.0661012,-84.2931249,TRUE
USA,OH,Cleveland,Wing's Sportsbar and Grill,440-289-6313,"14516 Broadway Ave. Cleveland, OH 44125",Alan Daher,,,,41.4223702,-81.5801426,TRUE
USA,OH,Columbus,Bookies Roadhouse,614-351-5070,"4182 W Broad St. Columbus, OH 43228",,4,,,39.9536562,-83.112998,TRUE
USA,OH,Columbus,Centerfold Club,614-436-0902,"2830 Johnstown Rd. Columbus, OH 43219",Fred Tegtmeier,,,,40.0062346,-82.9127978,TRUE
USA,OH,Columbus,Columbus Billiards,315-706-7278,"2006 Zettler Road Columbus, OH 43232",Daniel Veniot,,,,39.9304909,-82.9118196,TRUE
USA,OH,Columbus,Grand Champion Lounge,614-443-8888,"1999 S Champion Ave. Columbus, OH 43207",,4,,,39.9235147,-82.972362,TRUE
USA,OH,Columbus,L.A.K. Entertainment,614-516-9488,"1855 Hopkins Ave, Columbus, OH 43223",MIDWEST OHIO APA,,,,39.9311507,-83.0447964,TRUE
USA,OH,Columbus,Players Family Billiards,614-239-7665,"4380 E Main St. Columbus, OH 43213",,12,,7,39.9560672,-82.881475,TRUE
USA,OH,Columbus,Q-Stix Billiards,614-447-2255,"866 Oakland Park Ave. Columbus, OH 43224",,,,,40.032882,-82.9911664,TRUE
USA,OH,Dayton,Airway Billiards,937-274-5999,"2611 Needmore Rd. Dayton, OH 45414",,,,,39.8202346,-84.1829479,TRUE
USA,OH,Dayton,Fox & Hound,937-426-4145,"2661 Fairfield Commons Blvd. Dayton, OH 45431",,,,2,39.7638204,-84.0568815,TRUE
USA,OH,Dayton,Kings Table Bar,937-431-1700,"2348 Grange Hall Road Dayton, OH 45431",,,,,39.7582099,-84.0752149,TRUE
USA,OH,Dayton,Setters Lounge,937-286-3545,"1008 Gateway Drive Dayton, OH 45404",Hal Johnson,,,,39.7765092,-84.1596802,TRUE
USA,OH,Dayton,Valley Billiards,937-237-9188,"2505 Valley Pike Dayton, OH 45404",,,,,39.7932958,-84.1383494,TRUE
USA,OH,Elida,East Road Billiards,419-331-7225,"E4277 East Road Elida, OH 45807",Tony Ciminillo,,,,40.7729576,-84.1869639,TRUE
USA,OH,Fairfield,Michael's Billiards,513-860-0044,"6625 Dixie Hwy Suite K Fairfield, OH 45014",Mike Midley,,,,39.3185632,-84.4997467,TRUE
USA,OH,Fairview Park,River City Billiards,440-333-5808,"21414 Lorain Rd. Fairview Park, OH 44126",,,,6,41.4446004,-81.8577171,TRUE
USA,OH,Gahanna,The Mug,614-475-6672,"333 Agler Rd. Gahanna, OH 43230",,2,,,40.0189846,-82.8891704,TRUE
USA,OH,Girard,Master's Bar,330-759-1770,"1675 Trumbull Ave. Girard, OH 44420",,,2,,41.1407717,-80.6664679,TRUE
USA,OH,Grove City,The Derby,614-539-1909,"2209 Stringtown Rd. Grove City, OH 43123",,2,,,39.8770507,-83.0629347,TRUE
USA,OH,Hilliard,Bankshot Billiards,614-777-0022,"3201 Hilliard-Rome Rd. Hilliard, OH 43026",,12,,3,40.017022,-83.158355,TRUE
USA,OH,Huber Heights,Action Palace Billiards,937-496-5872,"5605 Old Troy Pike Huber Heights, OH 45424",Alex Ollinger,8,,4,39.8357161,-84.1412294,TRUE
USA,OH,Kettering,Sidelines,937-716-5450,"4090 Wilmington Pike Kettering, OH 45429",Mark Ewart,,,,39.686208,-84.1279789,TRUE
